STT (cột 1)	STT của chương (cột 2)	Tên chương (cột 3)	Mã liên kết (cột 4)	Tên kỹ thuật (cột 5)	
7282	885	23. Điện quang	"18,584"	Chụp và nút mạch bằng hạt tải gắn hóa chất điều trị u gan số hóa xóa nền	
7283	886	23. Điện quang	18.689	Chụp và can thiệp bơm hoá chất chọn lọc điều trị khối u số hoá xoá nền	
7284	887	23. Điện quang	"18,530"	Chụp và nút mạch điều trị u phổi số hóa xóa nền	
7285	888	23. Điện quang	"18,580"	Chụp và nút mạch điều trị u trung thất số hóa xóa nền	
7286	889	23. Điện quang	"18,580"	"Chụp và nút mạch điều trị khối u tạng (phổi, thận, lách, tụy và tạng khác) số hóa xóa nền"	
7287	890	23. Điện quang	"18,580"	Chụp và can thiệp nút tĩnh mạch gan số hóa xóa nền	
7288	891	23. Điện quang	18.58	Chụp và nong động mạch gan sau ghép gan số hóa xóa nền	
7289	892	23. Điện quang	"18,580"	"Chụp, nong và đặt stent động mạch gan sau ghép số hóa xóa nền"	
7290	893	23. Điện quang	"18,580"	Chụp và nong tĩnh mạch gan số hóa xóa nền	
7291	894	23. Điện quang	"18,580"	"Chụp, nong và đặt stent tĩnh mạch gan số hóa xóa nền"	
7292	895	23. Điện quang	"18,580"	Chụp và nong động mạch thận dưới số hóa xóa nền ở trẻ em	
7293	896	23. Điện quang	"18,580"	Chụp rò mạch bạch huyết qua da số hoá xoá nền	
7294	897	23. Điện quang	"18,580"	Chụp và nút phình động mạch não số hóa xóa nền	
7295	898	23. Điện quang	"18,580"	Chụp và điều trị phình động mạch não bằng thay đổi dòng chảy số hóa xóa nền	
7296	899	23. Điện quang	"18,580"	Chụp và nút dị dạng thông động tĩnh mạch não số hóa xóa nền	
7297	900	23. Điện quang	18.483	Chụp và nút thông động mạch cảnh xoang hang số hóa xóa nền	
7298	901	23. Điện quang	18.581	Chụp và nút dị dạng thông động tĩnh mạch màng cứng số hóa xóa nền	
7299	902	23. Điện quang	18.485	"Chụp và nong điều trị hẹp động mạch ngoài sọ (mạch cảnh, đốt sống) số hóa xóa nền"	
7300	903	23. Điện quang	18.488	"Chụp, nong và đặt stent điều trị hẹp động mạch ngoài sọ (mạch cảnh, đốt sống) số hóa xóa nền"	
					
7301	904	23. Điện quang	"18,584"	Chụp và nong hẹp động mạch nội sọ số hóa xóa nền	
7302	905	23. Điện quang	18.584	"Chụp, nong và đặt Stent điều trị hẹp động mạch nội sọ số hóa xóa nền"	
7303	906	23. Điện quang	18.585	Chụp và bơm thuốc tiêu sợi huyết đường động mạch điều trị tắc động mạch não cấp số hóa xóa nền	
7304	907	23. Điện quang	18.585	Chụp và can thiệp lấy huyết khối động mạch não số hóa xóa nền	
7305	908	23. Điện quang	18.486	Chụp và can thiệp các bệnh lý hệ tĩnh mạch não số hóa xóa nền	
7306	909	23. Điện quang	19.486	Chụp và can thiệp bơm hóa chất chọn lọc động mạch mắt số hóa xóa nền	
7307	910	23. Điện quang	18.487; 3.3326	Chụp và can thiệp đặt stent điều trị thông động mạch cảnh xoang hang số hoá xoá nền	
7308	911	23. Điện quang	18.487	Chụp và can thiệp bệnh lý mạch đầu cổ số hoá xoá nền	
7309	912	23. Điện quang	18.484	Chụp và can thiệp phình động mạch não bằng chặn dòng chảy bên trong túi phình số hoá xoá nền	
7310	913	23. Điện quang	18.497	Chụp và nút động mạch màng não giữa điều trị máu tụ dưới màng cứng số hoá xoá nền	
7311	914	23. Điện quang	18.498	Chụp và can thiệp hẹp xoang tĩnh mạch màng cứng số hoá xoá nền	
7312	915	23. Điện quang	18.499	Chụp và nút thông động tĩnh mạch não số hóa xóa nền	
7313	916	23. Điện quang	18.549	Chụp và nút dị dạng tĩnh mạch Galen số hóa xóa nền	
7314	917	23. Điện quang	18.582; 18.589 	Đặt cổng truyền trong màng cứng số hóa xóa nền	
7315	918	23. Điện quang	18.595	Chụp và can thiệp chấn thương động mạch cảnh số hóa xóa nền	
7316	919	23. Điện quang	18.596	Chụp và nút dị dạng mạch tủy số hóa xóa nền	
7317	920	23. Điện quang	18.597	Chụp và nút động mạch đốt sống số hóa xóa nền	
7318	921	23. Điện quang	18.598	Chụp và nút mạch điều trị chảy máu mũi số hóa xóa nền	
7319	922	23. Điện quang	"18,598"	Chụp và nút mạch điều trị u xơ mũi họng số hóa xóa nền	
7320	923	23. Điện quang	"18,487"	Chụp và nút mạch điều trị bệnh lý dị dạng mạch vùng đầu mặt cổ và hàm mặt số hóa xóa nền	
7321	924	23. Điện quang	"18,485"	Bơm thuốc ly giải chất làm đầy số hóa xóa nền	
7322	925	23. Điện quang	"18,485"	"Chụp và nút thông động tĩnh mạch não, màng mềm ở trẻ em số hóa xóa nền"	
					
7323	926	23. Điện quang	"18,582"	"Chụp và lấy máu tĩnh mạch thận, thượng thận số hóa xóa nền"	
7324	927	23. Điện quang	"18,582"	Chụp và lấy máu tĩnh mạch xoang đá dưới số hóa xóa nền	
7325	928	23. Điện quang	"18,582"	Chụp và lấy máu tĩnh mạch cổ định lượng PTH dưới số hoá xóa nền	
7326	929	23. Điện quang	"18,581"	Tạo hình đổ xi măng cột sống dưới số hóa xóa nền	
7327	930	23. Điện quang	"18,582"	Tiêu hủy u xương dạng xương số hóa xóa nền	
7328	931	23. Điện quang	"18,587"	Tiêu hủy các tổn thương xương số hóa xóa nền	
7329	932	23. Điện quang	18.599	Đốt sóng cao tần (RFA) điều trị u xương số hóa xóa nền	
7330	933	23. Điện quang	18.49	Đốt vi sóng (Microwave) điều trị u xương số hóa xóa nền	
7331	934	23. Điện quang	18.491	Bơm keo tiền phẫu u máu đốt sống thể tiến triển dưới hướng dẫn số hoá xoá nền	
7332	935	23. Điện quang	18.496	Đổ xi măng u tiêu xương ngoài cột sống dưới số hoá xoá nền	
7333	936	23. Điện quang	18.5	Tiêm nong khớp vai dưới hướng dẫn số hoá xoá nền	
7334	937	23. Điện quang	"18,587"	Đặt stent và bơm xi măng điều trị xẹp đốt sống số hóa xóa nền	
7335	938	23. Điện quang	"18,587"	Chụp và nút mạch điều trị u gan số hoá xoá nền có hệ thống dẫn đường	
7336	939	23. Điện quang	"18,587"	Đốt sóng cao tần (RFA) điều trị u gan số hóa xóa nền	
7337	940	23. Điện quang	"18,587"	Đốt vi sóng (Microwave) điều trị u gan số hóa xóa nền	
7338	941	23. Điện quang	"18,587"	Áp lạnh (Cryo-ablation) điều trị u gan số hoá xoá nền	
7339	942	23. Điện quang	"18,587"	Đốt sóng cao tần (RFA) điều trị khối u số hóa xóa nền	
7340	943	23. Điện quang	"18,587"	Đốt vi sóng (Microwave) điều trị khối u số hóa xóa nền	
7341	944	23. Điện quang	18.587	Áp lạnh (Cryo-ablation) điều trị khối u số hoá xoá nền	
7342	945	23. Điện quang	18.588	Đốt sóng cao tần điều trị giảm đau dây V dưới số hóa xóa nền	
7343	946	23. Điện quang	18.588	Đốt vi sóng (Microwave) điều trị giảm đau dây V dưới số hóa xóa nền	
7344	947	23. Điện quang	"18,594"	Áp lạnh (Cryo-ablation) điều trị giảm đau dây V dưới số hóa xóa nền	
					
7345	948	23. Điện quang	18.594	Đốt sóng cao tần (RFA) điều trị u gan dưới số hóa xóa nền phối hợp siêu âm có hệ thống định vị	
7346	949	23. Điện quang	"18,594"	Đốt vi sóng (Microwave) điều trị u gan dưới số hóa xóa nền phối hợp siêu âm có hệ thống định vị	
7347	950	23. Điện quang	"18,594"	Áp lạnh u gan (Cryo-ablation) dưới số hóa xóa nền phối hợp siêu âm có hệ thống định vị	
7348	951	23. Điện quang	"18,594"	Tiêm xơ khối thoát vị đĩa đệm qua da số hoá xoá nền	
7349	952	23. Điện quang	"18,594"	Tiêm xơ tĩnh mạch trực tiếp qua da số hóa xóa nền	
7350	953	23. Điện quang	"18,594"	Bơm tắc tĩnh mạch trực tiếp qua da số hóa xóa nền	
7351	954	23. Điện quang	"18,594"	Bơm tắc động mạch trực tiếp qua da số hóa xóa nền	
7352	955	23. Điện quang	18.489; 3.3440	Chụp và sinh thiết gan qua tĩnh mạch trên gan số hóa xóa nền	
7353	956	23. Điện quang	18.492	Mở thông dạ dày qua da số hóa xóa nền	
7354	957	23. Điện quang	18.493	Nong và đặt Stent điều trị hẹp tắc vị tràng số hóa xóa nền	
7355	958	23. Điện quang	18.494	Nong điều trị hẹp tắc vị tràng số hóa xóa nền	
7356	959	23. Điện quang	18.495	Can thiệp điều trị hẹp đại tràng trước và sau phẫu thuật số hóa xóa nền	
7357	960	23. Điện quang	18.593	Nong đặt Stent thực quản số hóa xóa nền	
7358	961	23. Điện quang	18.59	Nong đặt Stent thực quản - tâm vị số hóa xóa nền	
7359	962	23. Điện quang	18.59	Chụp đánh giá chức năng nuốt bằng ghi video cản quang (VFSS - videofluoroscopie swallowing study) dưới số hóa xóa nền	
7360	963	23. Điện quang	18.591	Chụp số hóa xóa nền bao rễ thần kinh	
7361	964	23. Điện quang	18.591	Chụp đánh giá dẫn lưu não thất - ổ bụng có bơm thuốc cản quang dưới số hóa xóa nền	
7362	965	23. Điện quang	18.592	Tháo buồng truyền hóa chất dưới da dưới chụp số hóa xóa nền	
7363	966	23. Điện quang	18.6	Chụp kiểm tra đường mật qua Kehr hoặc dẫn lưu dưới chiếu số hoá xoá nền	
7364	967	23. Điện quang	18.6	Chụp số hóa xóa nền và thay hoặc chỉnh dẫn lưu đường mật qua da	
7365	968	23. Điện quang	18.6	Sinh thiết đường mật qua da số hóa xóa nền	
7366	969	23. Điện quang	"18,581"	"Nong, đốt laser bốc hơi điều trị hẹp đường mật dưới chụp số xoá nền"	
					
7367	970	23. Điện quang	18.601	Chụp và can thiệp tán sỏi đường mật số hóa xóa nền qua đường hầm nhỏ bằng máy tán laser dưới hướng dẫn siêu âm	
7368	971	23. Điện quang	18.614	Chụp và can thiệp tán sỏi đường mật qua da số hóa xóa nền bằng điện thủy lực dưới hướng dẫn nội soi	
7369	972	23. Điện quang	18.601	Chụp và can thiệp tán sỏi đường mật qua da số hóa xóa nền bằng máy laser dưới hướng dẫn nội soi	
7370	973	23. Điện quang	18.601	Chụp và lấy sỏi đường mật qua da bằng rọ số hoá xoá nền	
7371	974	23. Điện quang	18.602	Chụp và can thiệp tán sỏi túi mật số hóa xóa nền qua đường hầm nhỏ bằng máy tán laser dưới hướng dẫn siêu âm	
7372	975	23. Điện quang	18.602	Chụp và can thiệp tán sỏi túi mật qua da số hóa xóa nền bằng máy laser dưới hướng dẫn nội soi	
7373	976	23. Điện quang	18.602	Dẫn lưu đường mật số hóa xóa nền	
7374	977	23. Điện quang	18.602	Nong đường mật số hóa xóa nền	
7375	978	23. Điện quang	18.602	Nong đặt Stent đường mật số hóa xóa nền	
7376	979	23. Điện quang	18.602	Chụp và nút tắc niệu quản số hóa xóa nền	
7377	980	23. Điện quang	"18,602"	Đặt sonde JJ số hóa xóa nền	
7378	981	23. Điện quang	"18,602"	Chụp và can thiệp tán sỏi thận số hóa xóa nền qua đường hầm nhỏ bằng máy tán laser dưới hướng dẫn siêu âm	
7379	982	23. Điện quang	"18,602"	Chụp và can thiệp tán sỏi niệu quản số hóa xóa nền qua đường hầm nhỏ bằng máy tán laser dưới hướng dẫn siêu âm	
7380	983	23. Điện quang	"18,602"	Đặt stent niệu quản qua da số hóa xóa nền	
7381	984	23. Điện quang	"18,602"	Chụp và nong niệu quản sau mổ hẹp chỗ nối bể thận - niệu quản số hóa xóa nền	
7382	985	23. Điện quang	"18,602"	Gắp và đặt sonde JJ dưới số hóa xóa nền	
7383	986	23. Điện quang	"18,602"	Gắp sonde JJ dưới số hóa xóa nền	
7384	987	23. Điện quang	"18,602"	Dẫn lưu bể thận dưới chiếu số hóa xóa nền	
7385	988	23. Điện quang	"18,602"	Dẫn lưu áp xe ở ngực dưới chiếu số hóa xóa nền	
7386	989	23. Điện quang	"18,602"	Dẫn lưu áp xe trong ổ bụng dưới chiếu số hóa xóa nền	
					
7387	990	23. Điện quang	"18,602"	Dẫn lưu các ổ dịch ở ngực dưới chiếu số hóa xóa nền	
7388	991	23. Điện quang	"18,602"	Dẫn lưu các ổ dịch trong ổ bụng dưới chiếu số hóa xóa nền	
7389	992	23. Điện quang	"18,602"	"Dẫn lưu áp xe các tạng (gan, lách, thận, ruột thừa và tạng khác) dưới chiếu số hóa xóa nền"	
7390	993	23. Điện quang	"18,602"	Diệt hạch điều trị đau dây V số hóa xóa nền	
7391	994	23. Điện quang	"18,602"	Phong bế hạch tạng hoặc hạch hạ vị dưới số hóa xóa nền	
7392	995	23. Điện quang	"18,602"	Phong bế thần kinh dưới số hóa xóa nền	
7393	996	23. Điện quang	"18,602"	Đặt đường truyền hóa chất vào buồng tim ( nhĩ phải) dưới số hóa xóa nền	
7394	997	23. Điện quang	"18,602"	Đặt cổng truyền hóa chất động mạch gan (HAIC)	
7395	998	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị u phì đại lành tính tuyến tiền liệt dưới hướng dẫn siêu âm	
7396	999	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị hạch bệnh lý dưới hướng dẫn siêu âm	
7397	1000	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị khối u dưới hướng dẫn siêu âm	
7398	1001	23. Điện quang	"18,602"	"Áp lạnh (Cryo-ablation) điều trị tổn thương vùng đầu mặt cổ (các khối u, dị dạng mạch, hạch di căn và các tổn thương khác) dưới hướng dẫn siêu âm"	
7399	1002	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị u gan dưới hướng dẫn siêu âm	
7400	1003	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị u gan dưới hướng dẫn siêu âm phối hợp tiêm thuốc cản âm	
7401	1004	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị u gan dưới hướng dẫn siêu âm phối hợp với kĩ thuật định vị tổn thương trên siêu âm - CLVT/CHT (Fusion)	
7402	1005	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị u gan dưới hướng dẫn siêu âm phối hợp với kĩ thuật định vị tổn thương trên siêu âm - CLVT/CHT (Fusion) và tiêm thuốc cản âm	
7403	1006	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị u xơ tử cung dưới hướng dẫn siêu âm	
7404	1007	23. Điện quang	"18,602"	Áp lạnh (Cryo-ablation) điều trị u xương dưới hướng dẫn siêu âm	
7405	1008	23. Điện quang	"18,605"	Đốt laser các khối lành tính tuyến giáp dưới hướng dẫn siêu âm	
7406	1009	23. Điện quang	"18,602"	Đốt laser điều trị khối u tuyến nước bọt dưới hướng dẫn siêu âm	
					
7407	1010	23. Điện quang	"18,601"	"Đốt laser điều trị tổn thương vùng đầu mặt cổ (các khối u, dị dạng mạch, hạch di căn và các tổn thương khác) dưới hướng dẫn siêu âm"	
